,publisedAt,username,commentDisplay
568,2025-11-11T16:50:46Z,@kangmintaid3970,"Kalo menurut gua, redenominasi bakal tetap jalan, cuma pemerintah sekarang lagi ngeliatin respons masyarakat dan biarin konten kreator ngebuat konten tentang redenominasi"
569,2025-11-11T16:47:49Z,@calonsuksescreator,"Klo ini beneran kejadian harga emas auto terbang, tau kenapa? Karna para koruptor pasti beli emas untuk investasi yg lebih stabil harganya sekaligus cuci uang dan tidak terdeteksi bank, pair XAUUSD auto terbang juga"
570,2025-11-11T16:46:57Z,@paulmustapa9490,redominasi bikin koruptor yg pegang cash Rp ketar ketir. pasti mereka mau cepat belanjain duitnya. ekonominya tambah jalan
571,2025-11-11T16:46:48Z,@danielthen4415,Tidak bisa redenominasi di karenakan nanti mata uang 500 rupiah dan 200 rupiah dan 100 rupiah dan 50 rupiah gimana hitungan-nya nanti......tolong tulis dikolom komentar-nya......sekian dan terima kasih dan selamat malam.....
572,2025-11-11T16:46:43Z,@adheabdhi9960,"Kyaknya generasi sekarang sudah paham betul,.belakangan ini orang tua di kampungku sudah meredominasi sendiri,misalnya 1 juta di bilang seribu,bgitupun kelipatannya,sedangkan seribu rupiah di singkat 1k,..kyaknya nih ya,kita perlu uang pecahan baru yg nilai nya tinggi,misal pecahan 1 juta,sama 500 rb.agar transaksi lebih lancar,transaksi di atas 10 jutaan jadi lebih mudah,ngga ribet ngitung duit nya.(Opini pribadi)"
573,2025-11-11T16:45:01Z,@Wakarta-z2q,"Saya pernah dengar dari alam uyut saya,nanti uang itu angka nol ankan di hilangkan.5 THN yg lalu ternyata terbukti sekarang."
574,2025-11-11T16:44:28Z,@gustiyangutomo7737,"Awalnya dgn redenominasi  pastinya sesuatu hal yg asing,tapi seiring waktu berjalan, pastinya mjd sesuatu hal yg biasa.<br><br>Tapi ada hal yg sangat serius, terutama para koruptor yang menyimpan hasil korupsi akan ketahuan."
575,2025-11-11T16:44:13Z,@ONLYSOLORANK,Serius nanya apa bedanya??<br>Minimal proyek menguntungkan rakyat<br><br>1 Dolar 10 Rupiah gue sujud syukur 🤭🤭
576,2025-11-11T16:42:41Z,@michaelgondokusumo5336,Gue takut hyperinflation.... apalagi masyarakat belum siap ....
577,2025-11-11T16:42:07Z,@harytantoe2567,"Ini kan bisa dibilang era baru bagi masyarakat pelosok (kurang teredukasi). Para pelaku usaha yang katakan ilegal terus dinetralisir (menuju era kejujuran). Ini kan juga baru awal? <br>Namun di era baru ini, mereka yang terbiasa menggantungkan hidup di kebiasaan lama (ilegal) yang dilegalkan, akan sangat merasa sangat LAMA untuk menunggu hal itu berjalan. <br>Bagaimana solusi sarana untuk tetap bertahan hidup hanya untuk menunggu program itu berjalan?"
578,2025-11-11T16:41:47Z,@chiwachiwa3505,"kasir minimarket : Rp500-nya bisa didonasikan???<br><br>NGGAK, ENAK AJA"
579,2025-11-11T16:41:41Z,@luxiioxiio97,Maaf itu bukan ide purbaya tapi ide bank Indonesia
580,2025-11-11T16:41:06Z,@KolLo-q1b,Alangkah bagus nya sih sebelum di berlakukan. Harga2 konsumsi dll di turunin dulu. Tapi aku s7 sih biar para koruptor gelisah
581,2025-11-11T16:40:25Z,@harissaputro1842,Tujuqnya memburu uang yg pegang cash ga masuk sistem
582,2025-11-11T16:39:39Z,@Firman_Lavova,"Yap! Zaman dulu sulit utk sosialisasi..<br>Sekarang semoga berhasil!<br><br>Pesen gue, plis banget nanti kalo sukses redenominasi uang nya dirawat.. jangan dicoret coret, dikucek kucek maupun di hekter2.."
583,2025-11-11T16:37:58Z,@abdurrokhimvvip,"Ada alasan kenapa urusan Redenominasi harus ekstra hati-hati.<br>Redenominasi itu seperti tombol reset dalam sistem keuangan, RESET, reset reset tau kan apa itu reset???<br>Yes, Nilai uang apa sih? Ga ada. nilai rasa (mahal/murah), psikologis, abstrak, terlihat, seolah-olah. Paling cuma kepercayaan, percaya kalau itu bernilai, percaya karena dijamin undang-undang<br><br>Gua ga setuju Redenominasi. gua ga peduli itu kertas di isi apa, Rp 1000 atau Rp 1 asal bisa buat beli gorengan.<br><br>Tapi apa beda gorengan Rp 1000 dengan gorengan Rp 1?  <br>Yes, gorengan Rp 1 terlihat murah, dan apa kalau harga barang terlihat murah? Yes dimahalin.<br><br>Maka siap-siaplah terjadi inflasi besar-besaran, harga-harga akan mulai merangkak naik sampai terasa pas tidak mahal atau murah. Harga komoditas barang mulai menyesuaikan, mengatur ulang harganya dari awal.<br>RESET<br><br>sampai harga gorengan Rp 1 menjadi Rp 1000 lagi, seperti harga gorengan Rp 1 pada 50 tahunan yg lalu (Redenominasi pada tahun 1965)"
584,2025-11-11T17:42:13Z,@yulusleonard985,Beda lah. Di tahun 1965 kita tidak ada industri jadi ketersediaan barang jauh dibawah ketersediaan uang yang tinggal cetak. 1965 kita tidak punya industri minyak goreng jadi nga mungkin bisa goreng gorengan. Sekarang industri minyak goreng kita termasuk no1 di dunia.
585,2025-11-11T16:37:35Z,@haidirfajri6623,"<a href=""https://www.youtube.com/watch?v=II3bBGHCL_g&amp;t=182"">3:02</a> saya pernah salah transaksi kelebihan 0 1"
586,2025-11-11T16:36:09Z,@Mr.Dr.-q9v,"Kalo gw sih lebih optimis. Karena masyarakat pun terbiasa liat daftar harga dengan 0 sedikit, contoh 5K, 10K, dsb. Selain itu, adanya QRIS membuat masyarakat tidak terbiasa megang uang cash dalam jumlah besar. Tinggal disosialisasikan dengan segala cara agar seluruh rakyat Indonesia paham soal redenominasi rupiah tersebut."
587,2025-11-11T16:35:52Z,@haidirfajri6623,"setuju banget dengan redenominasi rupiah <a href=""https://www.youtube.com/watch?v=II3bBGHCL_g&amp;t=109"">1:49</a>"
588,2025-11-11T16:35:52Z,@azizuwais4837,"negara lain yg redemonisasi yang gagal karena dia dilakukan ketika lagi inflasi besar sedangkan indo tidak inflasi besar, jadi sangat yakiiin nanti bakal lebih bisa baik redemonisasi indonesia"
589,2025-11-11T17:15:29Z,@yulusleonard985,Ada yang gagal dan ada yang berhasil. Yang gagal itu karena mereka tidak produktif dan impornya kelewat banyak.
590,2025-11-11T16:33:49Z,@ArisMahendra-n5z,"Bisa, tapi hanya dalam konteks tidak resmi. Di dunia online atau percakapan sehari‑hari orang sering menulis “1 K” untuk menyebut seribu rupiah, mirip seperti “1 M” untuk sejuta. Namun dalam dokumen resmi, transaksi bank, atau nota pembayaran tetap harus ditulis lengkap sebagai “Rp 1.000”. Jadi kalau kamu ngobrol atau posting di media sosial, “1 K” sudah dipahami, tapi kalau urusan formal tetap pakai format Rupiah yang lengkap."
591,2025-11-11T16:31:41Z,@duniatutorial6982,Redenominasi sama sanering harus dijelaskan dulu keduanya secara detail karna dua project itu sangat sangat sangat berbeda..
592,2025-11-11T16:33:14Z,@duniatutorial6982,Kalau mau jelas nonton bennix aja
593,2025-11-11T16:31:26Z,@ryukukazami9029,"Emang apa bedanya cuman karena nolnya di kurangin 3? Harga aslinya kan tetep sama aja kan? Itungan nya cuman tipuan maya doanh yang ada, padahal mah power rupiah to USD nya tetep sama aja"
594,2025-11-11T16:30:05Z,@billydevarayafed1302,Mungkin lebih mudah untuk di terapkan krn di era digital dan banyak yang sudah melek teknologi jadi kemungkinan sukses lebih besar
595,2025-11-11T17:43:59Z,@yulusleonard985,"Setuju, Indonesia sudah termasuk negara yang sukses melakukan digitalisasi. Yang masih ketinggalan ya itu yang kalau di OTT sama KPK kedapetan duid kas segunung."
596,2025-11-11T16:29:50Z,@vlr7705,"aku tanya AI soal ini, untuk sekarang malah kemungkinan berhasilnya besar karna &quot;medsos&quot; dan inflasi sedang setabil. jadi klo iya berhasil, ekonomi bakalan naik sih soalnya asalnya kek mahal jadi kayak murah, contoh rumah 200juta jadi 200rb, jadi mungkin bakalan banyak uang muter."
597,2025-11-11T16:27:45Z,@n1csevr-qf8un,sanering beda redominasi bang belajar dulu
598,2025-11-11T16:26:22Z,@gametvku,"Pertanyaannya, apakah trump mau terima harga dolarnya dari Rp.16.500 menjadi Rp.16,5. Jika trump menolak, bubar negara. 😂😂"
599,2025-11-11T16:25:20Z,@armangani4125,"Jangan tanggung2, redenominasi lgs potong 4 nol, 1 usd = 1,65 idr, 1 sgd = 1.2 idr, dan 1 idr = 3,5 myr keren gak tuh?"
600,2025-11-11T17:28:44Z,@yulusleonard985,Kasian JPY lah. Mereka trading parener no2 setelah China. Setiidaknya JPY dan IDR itu nilainya sama.
601,2025-11-11T16:25:04Z,@nemesis0212,Oh iya ya nanti uang 1.000 kalo orang ga tau dikira sejuta 😂😂
602,2025-11-11T16:23:50Z,@linkgoeslawz,"Sluruh resto, store udh redenomasi duluan dgn harga cnth 10rb jd 10k , dan smw org udh paham.. trus apalagi yg di tunggu??? Smw pasti paham"
603,2025-11-11T16:23:48Z,@MrChoen-xz4og,"jaman 60an bang msarkat nya masih awam  skolah nya aja susah, media di kuasai ma pemerintah ,skarang kan dh jaman digital mudah2an dengan adanya redominasi ini ekonomi Indonesia bisa membaik."
604,2025-11-11T16:23:22Z,@andreashandoyo6964,Redenominasi hanyalah ilusi seolah nilai mata uang rupiah nilainya menguat di banding mata uang lain.....hoamsssss....liat aja nanti ad inflasi seolah orang gk sadar....bayangkan klo inflasi 5% dari 10 rupiah???gimana gk keliatan kan ya??tp berasa???ya udah pasti...semua di buat ilusi dan inflasi gue bakal jamin akan terjadi 1 jt% brani potong kepala gue klo inflasi gk terjadi gara2 redenominasi...😂😂😂
605,2025-11-11T16:20:53Z,@cocoKumaar,"Bang.. Luh ngomong timing 3x...bahaya kalo timing nya kga tepat, yaelah... Normatif parah bgt luh bang <br>Sebutin aja kapan timingnya, at least menurut luh, subjectivitas luh, kacamata luh duluuu... <br>Ngapain jg SMI kga eksekusi ini, yaa pastinya dia mikir kga pas timingnya, nah skrg PYS mau eksekusi ini, yaa pastiii lah dia mikir ini timing nya, .. Kalo luh bilang, sebaiknya jgn sekarang atau sebaiknya sekarang, yaa tinggal putusin aja pendapat luh.. Gak ada yg salah dan benar, <br>Yg bener itu waktu.."
606,2025-11-11T16:20:09Z,@abdurrokhimvvip,"Gila apa apa sih urgensinya Redenominasi? (Serius nanya), udah ga muat jumlah nol nya di uang kertas??? Padahal (dengan redenominasi) ada resiko akan terjadinya Inflasi gila-gilaan (th &#39;66)<br><br>Negara yg memaksakan redenominasi tanpa urgensi nyata seyogyanya sedang bermain simbol bukan memperbaiki substansi"
607,2025-11-11T16:18:36Z,@LOV3RS_C4T,"Bang Raymondchins makin gendut aja lu bang, jngn sampai obesitas ya bang?"
608,2025-11-11T16:17:28Z,@gogaming2590,Menurut sya jangn bandingkan dengn 70 tahun lalu harusnya sekrang ini mudah untuk di pahami masyarakat. Dgn adnya sosial media era moderwn sekrang itu udh mendukung. Klwdulu memng susah dimna ekonomi masi dlm pertumbuhan &amp; sosial media belom seperti sekrang. Jadimenurut sya ini monentun nya tepat. Tergntung BI mau ngk ngeluarin it.
609,2025-11-11T16:16:28Z,@abideenzz,Saya PMI dikorea selatan saya pernah ditanya sama orang thailand kirim won ke idr kok banyak amat nolnya kirim 1jt won dpatnya 11jt rupiah orang thailand terheran2😂
610,2025-11-11T16:15:02Z,@baliweddingphotography,"KELIATAN BEGO AH , CHANEL BENNIX JAUH LEBIH BAGUS TERNYATA"
611,2025-11-11T16:10:54Z,@Tarmijitarmiji-w8f,"Rakyat tidak usah di takut²in,yg penting sosialisasi kemasyarakat.dan pejabat harus turun ke masyarakat untuk memberi edukasi sebanyak²nya."
612,2025-11-11T16:10:19Z,@cristianosigalinggingsigal5035,"jangan redenominasi  bisa bisa ancur ini negara, harusnya ini para pejabat dan masyarakat  mikir gimana untuk memperkuat nilai tukar rupiah ,<br>Contoh:cintai produk indonesia ,<br>1. wisata di indonesia aja <br>2.gunakan produk Indonesia <br>3.jangan perbanyak impor ,dll<br><br>Nb.masyarakat panen  cabe ,tomat dan bahan pangan lainnya (ehh tiba tiba pemerintah impor bahan makanan untuk menekan harga )"
613,2025-11-11T16:04:50Z,@SriMulmul-eo1rv,"Menurut saya ya..!!!<br>Semoga pemerintah mengeluarkan uang contoh= 1000 Rp dengan tulisan 1k Rp untuk tahun pertama lalu Tahun ke 3, huruf &quot;K&quot;nya di APUS ( masuk redenominasi)"
614,2025-11-11T16:01:39Z,@ajjonathanong,Koq analogi nya raymond agak aneh ya
615,2025-11-11T16:01:16Z,@Terlihatsimpel,Sangat setuju sih bang emang pak Purbaya sangat mantap🎉
616,2025-11-11T16:00:36Z,@rion6384,gw jadi ingat temen gw mau isi pulsa 100k malah jadi isi pulsa sejuta wkwkwk
617,2025-11-11T15:58:15Z,@BastianBast,"1.500,-<br>1 rupiah 5 sen"
618,2025-11-11T15:57:57Z,@nayya0.0,Bismillah semoga lancar
619,2025-11-11T15:55:47Z,@saifulfaizin7799,"Tapi untuk transaksi cashless tidak bisa menggunakan 0,sekian untuk harga yg buntutnya ratusan. Seperti 2.300 menjadi 2,3 lewat cashless qris maupun transfer. Ini perlu dikaji lagi"
620,2025-11-11T15:54:48Z,@hs-salahudinsyah8285,"Zaman indonesia dulu itu bukan redenominasi tetapi sanering..<br>Selama inflasi kita terkendali apalagi indonesia inflasi rate nya masih dibawah 10%,, tepat nya 2, xx % saja,, artinya masih tepat lah buat redenominasi..<br>Lihat lah negara2 yg berhasil melakukan redenominasi adalah negara yg inflasi nya masih terkontrol,,<br>Indonesia masih terkontrol dan saya pikir saat nya lah indonesia melakukan redenominasi..<br>Saya tetap dukung Pak Purbaya"
621,2025-11-11T15:54:43Z,@LeeJeno23-v5c,"Adili dan makzulkan kel. Solo dulu , baru trust luar negeri meningkat karna internasional melihat negara kita seperti lelucon😂 klo trust dalam ya tingkatkan pendidikan rakyat😂agar rakyat pintar membedakan mana yg benar dan salah , mna yg sekedar pencitraan dan bisa berpikir logis😅"
622,2025-11-11T15:54:21Z,@AscKn,"Saya takut banyak pembayaran digital yg lambat menyesuaikan dgn nominal baru, apalagi kalau kualitas birokrasi yg terlalu buru-buru minim persiapan bisa bahaya kita."
623,2025-11-11T15:53:09Z,@hendrowidjaya239,Redominasi asal jangan kayak zimbahwe aja 1 trilliun gak ada harga nnya lagi gak bisa ditukar beras sama telor lagi uang nnya dibikin kerajinan tangan sama buat kertas buat cebok saking gak harga nnya gile 😅
624,2025-11-11T15:52:44Z,@keponakanthanos471,Positifnya supaya koruptor yang ketangkap kesannya korupsinya cuma dikit. Trilyun jadi milyar? Tapi secara uang fisiknya tetep buaanyaak 😅
625,2025-11-11T15:52:43Z,@rhindcatering7877,"Setuju, karena potensi inflasi gila2an. Timing &quot;when&quot; ini penting, meski strategi sudah disusun sedemikian rupa tapi eksekusi g tepat waktunya = kacau. Kata &quot;hati2&quot; bukan sekedar kata teori."
626,2025-11-11T15:52:23Z,@lukmanyamani9157,"Redenominasi tidak bisa mengubah nilai tukar mata uang asing. <br>Redenominasi hanya memangkas uang lokal. <br>Yang ada pemilik uang lokal akan semakin miskin, karena harga $1 tetap seperti sebelumnya.<br>Jika $ 1 = Rp 20.000,- <br>Maka uang milikmu 1 juta setara = $ 50.<br>Jadi setelah redenominasi maka uang 1 juta milikmu menjadi 1000 rupiah mata uang baru dan setara = 5 cent dolar.<br><br>Redenominasi pernah dilakukan di zaman orde Lama dan hal ini malah membuat krisis ekonomi semakin parah. Kebodohan pemangku kebijakan ekonomi!!<br><br>&quot;Tidak ada aturan moneter internasional di seluruh bumi manapun bahwa Redenominasi dapat mengurangi/menurunkan nilai tukar mata uang asing&quot;<br><br>Redenominasi akan memicu krisis yang lebih parah yaitu Hiperinflasi!!"
627,2025-11-11T15:48:41Z,@gamerhalim4717,"Kalo berupa mendadak, apa ga kacau?"
628,2025-11-11T15:48:29Z,@mx-id80,"Bisa diterapkan dengan bertahap kok. Tapi, yang saya cemaskan adalah oknum yang manfaatkan orang orang yang &quot;kurang&quot;. Pemerintah mau enggak mau harus ngawal sampai tuntas."
629,2025-11-11T15:48:12Z,@Gantinama-i1v,Rupiah makin tidak bernilai
630,2025-11-11T15:47:20Z,@choiyerim685,"dulu gagal karena inflasi nya tinggi banget, beda dengan sekarang cuma 2%"
631,2025-11-11T15:46:30Z,@AhmadBaihaki-l6f,Clas raymon chin pake perbandingan tahun 65 🤣🤣🤣 baca sejarah lagi bung 🤣🤣🤣 tp TOP juga sih untuk selalu  membangun narasi kecemasan dan dianggap orang paling pinter 🤭
632,2025-11-11T15:45:14Z,@nandiwardhana6524,"Kalau terjadi, mending gw pegang dollar lah, sekarangpun sudah pegang dollar, tinggal nambah porto wkwkwkwkwk"
633,2025-11-11T15:43:08Z,@cv.intanmedia7461,"Sangat bisa , uang yang sekrg dan yang baru berlaku sama sampai orang terbiasa"
634,2025-11-11T15:40:59Z,@Dy4273,Inflasi tak diurus dengan baik itu sebabnya nol kebanyakan. Perlu belajar dari turki redominasi wang
635,2025-11-11T15:39:28Z,@williame.1570,KORUPTOR SIMPAN DOLLAR / EMAS
636,2025-11-11T15:41:49Z,@Btngtimur,Anda yang koruptor saudara dekatnya koruptor
637,2025-11-11T15:37:41Z,@williame.1570,"BATALIN AJAAA.<br>MANUSIA TAMAK, KALAU 1000 JADI 10. 10-50 TAHUN LAGI 10 JADI 1000 LAGI ...<br>😂😂😂😂😂😂😂😂😂"
638,2025-11-11T15:33:21Z,@ErnaElbromo,Kata &quot;aamiin&quot; lu menenangkan ray.
639,2025-11-11T15:33:05Z,@Zarilzak,"Kalau bisa belajar dari turki aja, seperti studi banding gitu.<br>Kalau bisa perkuat dulu kuda kuda kaki, sebelum menyerang."
640,2025-11-11T15:32:56Z,@Escape-X-o8z,"Bennix paling maju sola ini, semangat nya ber gebu gebu 🔥"
641,2025-11-11T18:02:51Z,@AllGamesPlayed02,"Setuju bang,, gampang memahami penjelasan bang Benix"
642,2025-11-11T15:32:44Z,@Agus23Agus23-me5bc,Aku sebagai rakyat kecil sangat setuju sekali
643,2025-11-11T15:31:00Z,@Bluesnotchanneltwo,".....ingat  itu  era  1965  di  saat  itu  indonesia  dalam  rongrongan,  sekarang  era  2O25  rongrongannya  hanyalah  koruptor  tidak  menyasar  pada  lambang  dasar  negara  republik  indonesia...justru  redenominasi  itu  sangat  penting  bagi  indonesia,  indonesia  butuh  redenominasi  namun  perlu  sosialisasi  yang  sangat  panjang  kenapa?  <i>karena  rakyat  indonesia  mayoritas  bodoh,  oleh  karena  itu  sosialisasinya  harus  intens</i>"
644,2025-11-11T15:30:13Z,@leonchandra6289,Rede . Biar yg korup tukar. Duit. Ide bagus ( pemikiran org berpendidikan ama berpendidikan biar terdidik beda yah 😂😂😂... di tgg deh. Urusan enolnya di hilangkan biar dr keluarga rumah dolo aku kasih paham... lanjutkan
645,2025-11-11T15:29:58Z,@okamispalp.5992,"Harapan berhasil karna untuk negara kita keuntungan itu dapat banyak duit duit jadi lebih hidup karna masuk ke sistem toh  kita juga udah di biasakan liat angka di potong tiga contoh 10 K, 20K dst.."
646,2025-11-11T15:28:20Z,@zaidanhibar8535,"Jadi dengan redenominasi ini uang - uang dibawah 1000 rupiah udah ga laku ya? kayak 100 perak, 200 perak dan 500 perak."
647,2025-11-11T15:27:37Z,@husnixs,sekarang bisa lebih mudah dan cepat prosesnya karena transaksi keuangan sudah serba digital.
648,2025-11-11T15:26:37Z,@RzK.AutoLight,sangat setuju
649,2025-11-11T15:22:59Z,@kebunaneka77,Redenominasi supaya nanti bisa terbit uang nominal<br>200 = 200.000<br>500 = 500.000<br>1.000 = 1.000.000
650,2025-11-11T15:19:14Z,@Armedianty,"Yakin 2006 sampai 2027 bakalan banyak tanah yg laku.. emas di borong.. property laris manis... kebun,pertanian,peternakan dan perikanan skala mandiri banyak bermunculan... pabrik banyak berdiri...  dan banyak nasabah bank rekeningnya gendut dalam semalam😁<br>MANTAP PAK PURBAYA"
651,2025-11-11T15:19:04Z,@budigohok6336,Nonton YT Bennix
652,2025-11-11T15:18:38Z,@HeriJaya,"karena ekonomi sedang tidak stabil lebih baik tahan dulu. masih ada resiko besar yang harus dimitigasi dan hindari,  kalau untuk 2027 saya belum yakin, sukur2 dolar bisa turun ke 5000 dulu baru kita redenom."
653,2025-11-11T15:22:14Z,@Btngtimur,Mustahil dollar segitu 😂😂 brti anda sendiri yg pro dengan mata uag asing anda pasti investor eksport barang ya?
654,2025-11-12T00:44:38Z,@HeriJaya,"@Btngtimur kamu apa ga sadar kalau harga2 kebutuhan pokok kita trends nya naik? kalau kamu anak buah menteri ya wajar ga sadar. <br>kalau redenom di paksain dikala seprti ini saya yakin boom... inflasi besar bakal terjadi.  alesannya apa? terlalu panjang untuk dijelaskan, dan saya yakin prabowo pun tidak akan berani, kecuali sudah ada kontrak dengan penyedia pembayaran digital 😀"
655,2025-11-12T01:40:13Z,@Samlekomsala7015,"Anjay... any... jejak digital terurai dengan ke bawa uang dolar. Di jejak digital terhadap dollar masih bahas.Mendingan selera lihat-lihat aja... njay,,,"
656,2025-11-11T15:13:27Z,@dayaktomun5695,1965 bukannya Tahun Pembantaian 80.000 an masyarakat di bali?
657,2025-11-11T15:13:06Z,@JayaberkahSelawase,"Kegagalan Indonesia di tahun 1865 karena inflasi Indonesia lagi tinggi tinggi kalau ingin berhasil redominasi inflasi harus di bawah 10% negara negara yg berhasil redominasi saat inflasinya rendah dan terkontrol dan negara yg gagal redominasi karena inflasinya tinggi contoh negara gagal redominasi Zimbabwe, Venezuela <br>Saat inflasi Indonesia rata rata pertahun 2 -3 % dan sangat cocok untuk redominasi biar koruptor yg simpan uang triliunan di brankas kalang kabut"
658,2025-11-11T15:12:46Z,@gustijm_9952,"Gas pak, dari dulu kek. Fun factnya gue pake uang hanya lihat dari warnanya, kalau kalian lihat angkanya pasti gue jamin bingung karena angka di uang ga ada tanda pemisah 0 nya atau titiknya 😓😪<br><br>Tapi gue bingung juga bang, kalau uang 100 - 500 perak, jadi dibaca apa bang?<br>Masak 100 - 500 rupiah, lah malah tambah besar dong ini dari 1 rupiah 😂"
659,2025-11-11T15:11:43Z,@triamumpuni6016,"tempo itu tidak bisa di percaya, donasinya Josh Soros, salah satu orang penghancur ekonomi negara, pendukung koruptor"
660,2025-11-11T15:11:29Z,@MuhammadIlyas-bi2lc,setuju 3 nol dihabus tapi gambar dan warnanya jangan dirubah .
661,2025-11-11T15:11:13Z,@hanifprabowo1381,"Kalau 1.000 jadi 1 sih maksain bgt. Tapi kalau 100 jadi 1, sangat mungkin."
662,2025-11-11T15:37:14Z,@AnimeFan_Ch,"Kayaknya sama aja bang mau 0 nya ngurang satu ataupun tiga, klo masyarakat belum siap pasti kacau hasilnya"
663,2025-11-11T17:48:17Z,@yulusleonard985,bukanya sudah alami banget karena di mana mana seperti restoran angkanya sudah hilang 3 nol?
664,2025-11-11T20:39:00Z,@hanifprabowo1381,​@yulusleonard985nah itu salahnya. Liatnya ke restoran. Coba liatnya ke tukang tahu pedas. Yg harga 2.500. atau ke tukang fotokopi yg harga nya 200. Liatnya rakyat kecil dong. Bisa diterapin di rakyat ngga?
665,2025-11-12T00:53:32Z,@yulusleonard985,@hanifprabowo1381 Rakyat kecil sekarang sudah pake QRIS. Nga percaya? Itu banyak tahu pedas yang grobaknya ada stikernya.  Lagian apa sih susahnya bikin uang logam 50 atau 20 sen? Jaman dulu kita ya juga pake sen.
666,2025-11-11T15:10:36Z,@EmaMaspufah,untuk mengimbangi $
667,2025-11-11T15:09:15Z,@gaekmantiek,edukasi paling cepat dari ASN ( GUBERNUR------ -- - - - -&gt;RT/RW)
668,2025-11-11T15:09:12Z,@KiyotakaAyano-h3l,"saya untuk saat ini, tidak mendukung redoneminasi karena sangat sangat beresiko bagi Indonesia maaf saya bukan buzzer atau apapun ini hanya opini pribadi. untuk saat ini yang  diperlukan itu kestabilan ekonomi pak, luaskan dulu lapangan pekerjaan (19 juta lapangan katanya). jadi itu saran saya stabilkan ekonomi dan kalau memang masih tetap harus redoneminasi sebaiknya step by step dulu jangan di gas 2026 redoneminasi"
669,2025-11-11T15:08:24Z,@鵤由紀子,Berati uang koin nya kaya koin Amerika ya kaya 1 sen 2 sen
670,2025-11-11T15:07:11Z,@Rafi.maccieeneeUbaidillah,Jadi keingatan uang 75000 sekarang kemana ya
671,2025-11-11T15:06:44Z,@sanwarFERnANDES,Enakan begini . Uang maling akan hanguss 😂😂
672,2025-11-11T15:05:27Z,@Together_to_get_there,"Kayaknya gw seneng sama program ini, karena yang mencanangkan kan BI , kalau liat karya BI yaitu QRIS, seharusnya project ini juga harus sesukses QRIS."
673,2025-11-11T15:04:45Z,@alistair981,"Sebenarnya rupiah masih cukup, redenominasi belum, lebih baik rapikan dulu sistem ekonomi, supaya rapi investasi dan usaha. Setelah itu baru selanjutnya redenominasi, cocok untuk mengurangi uang uang yang tidak terdaftar, bagusnya sistem seperti india itu bisa dicontoh. Sekalian redenominasi dan juga menghpus uang lama, biar koruptor dan kriminal yang nyetok uang gelagapan"
674,2025-11-11T15:06:15Z,@alistair981,"Ane salut usaha india untuk mengurangi korupsi, dengan mendadak mengganti uang, jadinya mereka yang nyetok uang cash bakal ketauan, sayangnya proyek besar gini harus dilakukan secara rahasia"
675,2025-11-11T15:03:38Z,@Aangmahenggar,"Jujur redebominasi ini adalah impian aku dari awal kuliah tahun 2015 las udah bisa nginjakkan kaki ke luar negri berasa malu banget sih punya rupiah soalnya temen2 di sana suka ngeledek gara2 kita kebanyakan nol. Redenominasi ini bukan sekedar gengsi , tapi sebuah strategi penyederhanaan yang bisa membantu banget dalam transalsi financial. Aku juga penah salah kirim niat hati mau kirim 100k malah kekirim sejuta 😂 dari sini udah faham kan gak semua orang itu pintar dan teliti. Contohnya saya 😂"
676,2025-11-11T15:00:17Z,@FabeiNori,Ilusi mata uang aja
677,2025-11-11T15:01:27Z,@Btngtimur,Ribet pikiranmu
678,2025-11-11T15:01:55Z,@Btngtimur,Terlalu pendek pikiranmu emang luw siapa?
679,2025-11-11T14:59:09Z,@NMelodic,"Mungkin boleh usul, konten selanjutnya dibahas perbedaan antara redenominasi dan sanering.... Kyknya bnyak dari kita yg awam gk paham perbedaan."
680,2025-11-11T14:58:43Z,@IrfanKuu77,Oh iya ya kalau nol nya di ilangin terus 500 perak di brimo ATM gimana itu ya itung an nya
681,2025-11-11T14:57:05Z,@paula_kooo2102,"belajar dari jiran aja,  Malaysia and Singapore"
682,2025-11-11T14:56:13Z,@turtuul3919,"Dilihat dari yang berhasil redenominasi mereka juga sandingkan dengan pergantian NAMA mata uang, jadi orang akan berfikir &quot;owh uang segini kalau sekarang itu namanya segini ya&quot;"
683,2025-11-11T14:55:56Z,@encahhaha5273,"tapi takut nya malah kebanyakan cetak uang baru nyaa, trus nnt inflasi...."
684,2025-11-11T14:54:58Z,@Samlekomsala7015,Wahahah... percaya dengan terhadap uang dollar di AS.
685,2025-11-11T14:54:43Z,@firkhafie,"Untuk meminimalisir roundup harus ada pecahan SEN (1 sen baru = 100 rupiah lama)<br>Bahkan jika dibutuhkan ada nominal 0,25 sen; 0,50 sen; dan 0,75 sen"
686,2025-11-11T14:59:33Z,@Samlekomsala7015,Wahh terimakasih...
687,2025-11-11T14:53:53Z,@HamidonSamsuri,"Hari ini RM1 = IDR4,008/-<br>RM1,000/- = IDR4.008 juta"
