,publisedAt,username,commentDisplay,text_clean,text_caseFolding,text_slangWords,text_tokenizing,text_stopwords,text_final,Sentiment,Sentiment_Label
627,2025-11-11T15:48:41Z,@gamerhalim4717,"Kalo berupa mendadak, apa ga kacau?",Kalo berupa mendadak apa ga kacau,kalo berupa mendadak apa ga kacau,kalau berupa mendadak apa tidak kacau,"['kalau', 'berupa', 'mendadak', 'apa', 'tidak', 'kacau']","['mendadak', 'kacau']",mendadak kacau,1,Neutral
628,2025-11-11T15:48:29Z,@mx-id80,"Bisa diterapkan dengan bertahap kok. Tapi, yang saya cemaskan adalah oknum yang manfaatkan orang orang yang &quot;kurang&quot;. Pemerintah mau enggak mau harus ngawal sampai tuntas.",Bisa diterapkan dengan bertahap kok Tapi yang saya cemaskan adalah oknum yang manfaatkan orang orang yang quotkurangquot Pemerintah mau enggak mau harus ngawal sampai tuntas,bisa diterapkan dengan bertahap kok tapi yang saya cemaskan adalah oknum yang manfaatkan orang orang yang quotkurangquot pemerintah mau enggak mau harus ngawal sampai tuntas,bisa diterapkan dengan bertahap kok tapi yang saya cemaskan adalah oknum yang manfaatkan orang orang yang quotkurangquot pemerintah mau enggak mau harus ngawal sampai tuntas,"['bisa', 'diterapkan', 'dengan', 'bertahap', 'kok', 'tapi', 'yang', 'saya', 'cemaskan', 'adalah', 'oknum', 'yang', 'manfaatkan', 'orang', 'orang', 'yang', 'quotkurangquot', 'pemerintah', 'mau', 'enggak', 'mau', 'harus', 'ngawal', 'sampai', 'tuntas']","['diterapkan', 'bertahap', 'cemaskan', 'oknum', 'manfaatkan', 'orang', 'orang', 'quotkurangquot', 'pemerintah', 'ngawal', 'tuntas']",diterapkan bertahap cemaskan oknum manfaatkan orang orang quotkurangquot pemerintah ngawal tuntas,2,Positive
629,2025-11-11T15:48:12Z,@Gantinama-i1v,Rupiah makin tidak bernilai,Rupiah makin tidak bernilai,rupiah makin tidak bernilai,rupiah makin tidak bernilai,"['rupiah', 'makin', 'tidak', 'bernilai']","['rupiah', 'bernilai']",rupiah bernilai,0,Negative
630,2025-11-11T15:47:20Z,@choiyerim685,"dulu gagal karena inflasi nya tinggi banget, beda dengan sekarang cuma 2%",dulu gagal karena inflasi nya tinggi banget beda dengan sekarang cuma,dulu gagal karena inflasi nya tinggi banget beda dengan sekarang cuma,dulu gagal karena inflasi nya tinggi banget beda dengan sekarang cuma,"['dulu', 'gagal', 'karena', 'inflasi', 'nya', 'tinggi', 'banget', 'beda', 'dengan', 'sekarang', 'cuma']","['gagal', 'inflasi', 'banget', 'beda']",gagal inflasi banget beda,0,Negative
631,2025-11-11T15:46:30Z,@AhmadBaihaki-l6f,Clas raymon chin pake perbandingan tahun 65 🤣🤣🤣 baca sejarah lagi bung 🤣🤣🤣 tp TOP juga sih untuk selalu  membangun narasi kecemasan dan dianggap orang paling pinter 🤭,Clas raymon chin pake perbandingan tahun   baca sejarah lagi bung  tp TOP juga sih untuk selalu  membangun narasi kecemasan dan dianggap orang paling pinter,clas raymon chin pake perbandingan tahun   baca sejarah lagi bung  tp top juga sih untuk selalu  membangun narasi kecemasan dan dianggap orang paling pinter,clas raymon chin pake perbandingan tahun baca sejarah lagi bung tp top juga sih untuk selalu membangun narasi kecemasan dan dianggap orang paling pinter,"['clas', 'raymon', 'chin', 'pake', 'perbandingan', 'tahun', 'baca', 'sejarah', 'lagi', 'bung', 'tp', 'top', 'juga', 'sih', 'untuk', 'selalu', 'membangun', 'narasi', 'kecemasan', 'dan', 'dianggap', 'orang', 'paling', 'pinter']","['clas', 'raymon', 'chin', 'pake', 'perbandingan', 'baca', 'sejarah', 'tp', 'top', 'membangun', 'narasi', 'kecemasan', 'dianggap', 'orang', 'pinter']",clas raymon chin pake perbandingan baca sejarah tp top membangun narasi kecemasan dianggap orang pinter,2,Positive
632,2025-11-11T15:45:14Z,@nandiwardhana6524,"Kalau terjadi, mending gw pegang dollar lah, sekarangpun sudah pegang dollar, tinggal nambah porto wkwkwkwkwk",Kalau terjadi mending gw pegang dollar lah sekarangpun sudah pegang dollar tinggal nambah porto wkwkwkwkwk,kalau terjadi mending gw pegang dollar lah sekarangpun sudah pegang dollar tinggal nambah porto wkwkwkwkwk,kalau terjadi mending saya pegang dollar lah sekarangpun sudah pegang dollar tinggal nambah porto wkwkwkwkwk,"['kalau', 'terjadi', 'mending', 'saya', 'pegang', 'dollar', 'lah', 'sekarangpun', 'sudah', 'pegang', 'dollar', 'tinggal', 'nambah', 'porto', 'wkwkwkwkwk']","['mending', 'pegang', 'dollar', 'sekarangpun', 'pegang', 'dollar', 'tinggal', 'nambah', 'porto', 'wkwkwkwkwk']",mending pegang dollar sekarangpun pegang dollar tinggal nambah porto wkwkwkwkwk,1,Neutral
633,2025-11-11T15:43:08Z,@cv.intanmedia7461,"Sangat bisa , uang yang sekrg dan yang baru berlaku sama sampai orang terbiasa",Sangat bisa  uang yang sekrg dan yang baru berlaku sama sampai orang terbiasa,sangat bisa  uang yang sekrg dan yang baru berlaku sama sampai orang terbiasa,sangat bisa uang yang sekrg dan yang baru berlaku sama sampai orang terbiasa,"['sangat', 'bisa', 'uang', 'yang', 'sekrg', 'dan', 'yang', 'baru', 'berlaku', 'sama', 'sampai', 'orang', 'terbiasa']","['uang', 'sekrg', 'berlaku', 'orang', 'terbiasa']",uang sekrg berlaku orang terbiasa,1,Neutral
634,2025-11-11T15:40:59Z,@Dy4273,Inflasi tak diurus dengan baik itu sebabnya nol kebanyakan. Perlu belajar dari turki redominasi wang,Inflasi tak diurus dengan baik itu sebabnya nol kebanyakan Perlu belajar dari turki redominasi wang,inflasi tak diurus dengan baik itu sebabnya nol kebanyakan perlu belajar dari turki redominasi wang,inflasi tak diurus dengan baik itu sebabnya nol kebanyakan perlu belajar dari turki redominasi wang,"['inflasi', 'tak', 'diurus', 'dengan', 'baik', 'itu', 'sebabnya', 'nol', 'kebanyakan', 'perlu', 'belajar', 'dari', 'turki', 'redominasi', 'wang']","['inflasi', 'diurus', 'nol', 'kebanyakan', 'belajar', 'turki', 'redominasi', 'wang']",inflasi diurus nol kebanyakan belajar turki redominasi wang,0,Negative
635,2025-11-11T15:39:28Z,@williame.1570,KORUPTOR SIMPAN DOLLAR / EMAS,KORUPTOR SIMPAN DOLLAR  EMAS,koruptor simpan dollar  emas,koruptor simpan dollar emas,"['koruptor', 'simpan', 'dollar', 'emas']","['koruptor', 'simpan', 'dollar', 'emas']",koruptor simpan dollar emas,2,Positive
636,2025-11-11T15:41:49Z,@Btngtimur,Anda yang koruptor saudara dekatnya koruptor,Anda yang koruptor saudara dekatnya koruptor,anda yang koruptor saudara dekatnya koruptor,anda yang koruptor saudara dekatnya koruptor,"['anda', 'yang', 'koruptor', 'saudara', 'dekatnya', 'koruptor']","['koruptor', 'saudara', 'dekatnya', 'koruptor']",koruptor saudara dekatnya koruptor,0,Negative
637,2025-11-11T15:37:41Z,@williame.1570,"BATALIN AJAAA.<br>MANUSIA TAMAK, KALAU 1000 JADI 10. 10-50 TAHUN LAGI 10 JADI 1000 LAGI ...<br>😂😂😂😂😂😂😂😂😂",BATALIN AJAAAbrMANUSIA TAMAK KALAU  JADI   TAHUN LAGI  JADI  LAGI br,batalin ajaaabrmanusia tamak kalau  jadi   tahun lagi  jadi  lagi br,batalin ajaaabrmanusia tamak kalau jadi tahun lagi jadi lagi br,"['batalin', 'ajaaabrmanusia', 'tamak', 'kalau', 'jadi', 'tahun', 'lagi', 'jadi', 'lagi', 'br']","['batalin', 'ajaaabrmanusia', 'tamak', 'br']",batalin ajaaabrmanusia tamak br,0,Negative
638,2025-11-11T15:33:21Z,@ErnaElbromo,Kata &quot;aamiin&quot; lu menenangkan ray.,Kata quotaamiinquot lu menenangkan ray,kata quotaamiinquot lu menenangkan ray,kata quotaamiinquot kamu menenangkan ray,"['kata', 'quotaamiinquot', 'kamu', 'menenangkan', 'ray']","['quotaamiinquot', 'menenangkan', 'ray']",quotaamiinquot menenangkan ray,1,Neutral
639,2025-11-11T15:33:05Z,@Zarilzak,"Kalau bisa belajar dari turki aja, seperti studi banding gitu.<br>Kalau bisa perkuat dulu kuda kuda kaki, sebelum menyerang.",Kalau bisa belajar dari turki aja seperti studi banding gitubrKalau bisa perkuat dulu kuda kuda kaki sebelum menyerang,kalau bisa belajar dari turki aja seperti studi banding gitubrkalau bisa perkuat dulu kuda kuda kaki sebelum menyerang,kalau bisa belajar dari turki aja seperti studi banding gitubrkalau bisa perkuat dulu kuda kuda kaki sebelum menyerang,"['kalau', 'bisa', 'belajar', 'dari', 'turki', 'aja', 'seperti', 'studi', 'banding', 'gitubrkalau', 'bisa', 'perkuat', 'dulu', 'kuda', 'kuda', 'kaki', 'sebelum', 'menyerang']","['belajar', 'turki', 'aja', 'studi', 'banding', 'gitubrkalau', 'perkuat', 'kuda', 'kuda', 'kaki', 'menyerang']",belajar turki aja studi banding gitubrkalau perkuat kuda kuda kaki menyerang,1,Neutral
640,2025-11-11T15:32:56Z,@Escape-X-o8z,"Bennix paling maju sola ini, semangat nya ber gebu gebu 🔥",Bennix paling maju sola ini semangat nya ber gebu gebu,bennix paling maju sola ini semangat nya ber gebu gebu,bennix paling maju sola ini semangat nya ber gebu gebu,"['bennix', 'paling', 'maju', 'sola', 'ini', 'semangat', 'nya', 'ber', 'gebu', 'gebu']","['bennix', 'maju', 'sola', 'semangat', 'ber', 'gebu', 'gebu']",bennix maju sola semangat ber gebu gebu,2,Positive
641,2025-11-11T18:02:51Z,@AllGamesPlayed02,"Setuju bang,, gampang memahami penjelasan bang Benix",Setuju bang gampang memahami penjelasan bang Benix,setuju bang gampang memahami penjelasan bang benix,setuju bang gampang memahami penjelasan bang benix,"['setuju', 'bang', 'gampang', 'memahami', 'penjelasan', 'bang', 'benix']","['setuju', 'bang', 'gampang', 'memahami', 'penjelasan', 'bang', 'benix']",setuju bang gampang memahami penjelasan bang benix,2,Positive
642,2025-11-11T15:32:44Z,@Agus23Agus23-me5bc,Aku sebagai rakyat kecil sangat setuju sekali,Aku sebagai rakyat kecil sangat setuju sekali,aku sebagai rakyat kecil sangat setuju sekali,aku sebagai rakyat kecil sangat setuju sekali,"['aku', 'sebagai', 'rakyat', 'kecil', 'sangat', 'setuju', 'sekali']","['rakyat', 'setuju']",rakyat setuju,2,Positive
643,2025-11-11T15:31:00Z,@Bluesnotchanneltwo,".....ingat  itu  era  1965  di  saat  itu  indonesia  dalam  rongrongan,  sekarang  era  2O25  rongrongannya  hanyalah  koruptor  tidak  menyasar  pada  lambang  dasar  negara  republik  indonesia...justru  redenominasi  itu  sangat  penting  bagi  indonesia,  indonesia  butuh  redenominasi  namun  perlu  sosialisasi  yang  sangat  panjang  kenapa?  <i>karena  rakyat  indonesia  mayoritas  bodoh,  oleh  karena  itu  sosialisasinya  harus  intens</i>",ingat  itu  era    di  saat  itu  indonesia  dalam  rongrongan  sekarang  era  O  rongrongannya  hanyalah  koruptor  tidak  menyasar  pada  lambang  dasar  negara  republik  indonesiajustru  redenominasi  itu  sangat  penting  bagi  indonesia  indonesia  butuh  redenominasi  namun  perlu  sosialisasi  yang  sangat  panjang  kenapa  ikarena  rakyat  indonesia  mayoritas  bodoh  oleh  karena  itu  sosialisasinya  harus  intensi,ingat  itu  era    di  saat  itu  indonesia  dalam  rongrongan  sekarang  era  o  rongrongannya  hanyalah  koruptor  tidak  menyasar  pada  lambang  dasar  negara  republik  indonesiajustru  redenominasi  itu  sangat  penting  bagi  indonesia  indonesia  butuh  redenominasi  namun  perlu  sosialisasi  yang  sangat  panjang  kenapa  ikarena  rakyat  indonesia  mayoritas  bodoh  oleh  karena  itu  sosialisasinya  harus  intensi,ingat itu era di saat itu indonesia dalam rongrongan sekarang era o rongrongannya hanyalah koruptor tidak menyasar pada lambang dasar negara republik indonesiajustru redenominasi itu sangat penting bagi indonesia indonesia butuh redenominasi namun perlu sosialisasi yang sangat panjang kenapa ikarena rakyat indonesia mayoritas bodoh oleh karena itu sosialisasinya harus intensi,"['ingat', 'itu', 'era', 'di', 'saat', 'itu', 'indonesia', 'dalam', 'rongrongan', 'sekarang', 'era', 'o', 'rongrongannya', 'hanyalah', 'koruptor', 'tidak', 'menyasar', 'pada', 'lambang', 'dasar', 'negara', 'republik', 'indonesiajustru', 'redenominasi', 'itu', 'sangat', 'penting', 'bagi', 'indonesia', 'indonesia', 'butuh', 'redenominasi', 'namun', 'perlu', 'sosialisasi', 'yang', 'sangat', 'panjang', 'kenapa', 'ikarena', 'rakyat', 'indonesia', 'mayoritas', 'bodoh', 'oleh', 'karena', 'itu', 'sosialisasinya', 'harus', 'intensi']","['era', 'indonesia', 'rongrongan', 'era', 'rongrongannya', 'koruptor', 'menyasar', 'lambang', 'dasar', 'negara', 'republik', 'indonesiajustru', 'redenominasi', 'indonesia', 'indonesia', 'butuh', 'redenominasi', 'sosialisasi', 'ikarena', 'rakyat', 'indonesia', 'mayoritas', 'bodoh', 'sosialisasinya', 'intensi']",era indonesia rongrongan era rongrongannya koruptor menyasar lambang dasar negara republik indonesiajustru redenominasi indonesia indonesia butuh redenominasi sosialisasi ikarena rakyat indonesia mayoritas bodoh sosialisasinya intensi,2,Positive
644,2025-11-11T15:30:13Z,@leonchandra6289,Rede . Biar yg korup tukar. Duit. Ide bagus ( pemikiran org berpendidikan ama berpendidikan biar terdidik beda yah 😂😂😂... di tgg deh. Urusan enolnya di hilangkan biar dr keluarga rumah dolo aku kasih paham... lanjutkan,Rede  Biar yg korup tukar Duit Ide bagus  pemikiran org berpendidikan ama berpendidikan biar terdidik beda yah  di tgg deh Urusan enolnya di hilangkan biar dr keluarga rumah dolo aku kasih paham lanjutkan,rede  biar yg korup tukar duit ide bagus  pemikiran org berpendidikan ama berpendidikan biar terdidik beda yah  di tgg deh urusan enolnya di hilangkan biar dr keluarga rumah dolo aku kasih paham lanjutkan,rede biar yang korup tukar duit ide bagus pemikiran orang berpendidikan ama berpendidikan biar terdidik beda yah di tgg deh urusan enolnya di hilangkan biar dr keluarga rumah dolo aku kasih paham lanjutkan,"['rede', 'biar', 'yang', 'korup', 'tukar', 'duit', 'ide', 'bagus', 'pemikiran', 'orang', 'berpendidikan', 'ama', 'berpendidikan', 'biar', 'terdidik', 'beda', 'yah', 'di', 'tgg', 'deh', 'urusan', 'enolnya', 'di', 'hilangkan', 'biar', 'dr', 'keluarga', 'rumah', 'dolo', 'aku', 'kasih', 'paham', 'lanjutkan']","['rede', 'biar', 'korup', 'tukar', 'duit', 'ide', 'bagus', 'pemikiran', 'orang', 'berpendidikan', 'ama', 'berpendidikan', 'biar', 'terdidik', 'beda', 'yah', 'tgg', 'deh', 'urusan', 'enolnya', 'hilangkan', 'biar', 'dr', 'keluarga', 'rumah', 'dolo', 'kasih', 'paham', 'lanjutkan']",rede biar korup tukar duit ide bagus pemikiran orang berpendidikan ama berpendidikan biar terdidik beda yah tgg deh urusan enolnya hilangkan biar dr keluarga rumah dolo kasih paham lanjutkan,2,Positive
645,2025-11-11T15:29:58Z,@okamispalp.5992,"Harapan berhasil karna untuk negara kita keuntungan itu dapat banyak duit duit jadi lebih hidup karna masuk ke sistem toh  kita juga udah di biasakan liat angka di potong tiga contoh 10 K, 20K dst..",Harapan berhasil karna untuk negara kita keuntungan itu dapat banyak duit duit jadi lebih hidup karna masuk ke sistem toh  kita juga udah di biasakan liat angka di potong tiga contoh  K K dst,harapan berhasil karna untuk negara kita keuntungan itu dapat banyak duit duit jadi lebih hidup karna masuk ke sistem toh  kita juga udah di biasakan liat angka di potong tiga contoh  k k dst,harapan berhasil karna untuk negara kita keuntungan itu dapat banyak duit duit jadi lebih hidup karna masuk ke sistem toh kita juga udah di biasakan liat angka di potong tiga contoh k k dst,"['harapan', 'berhasil', 'karna', 'untuk', 'negara', 'kita', 'keuntungan', 'itu', 'dapat', 'banyak', 'duit', 'duit', 'jadi', 'lebih', 'hidup', 'karna', 'masuk', 'ke', 'sistem', 'toh', 'kita', 'juga', 'udah', 'di', 'biasakan', 'liat', 'angka', 'di', 'potong', 'tiga', 'contoh', 'k', 'k', 'dst']","['harapan', 'berhasil', 'karna', 'negara', 'keuntungan', 'duit', 'duit', 'hidup', 'karna', 'masuk', 'sistem', 'udah', 'biasakan', 'liat', 'angka', 'potong', 'contoh', 'k', 'k', 'dst']",harapan berhasil karna negara keuntungan duit duit hidup karna masuk sistem udah biasakan liat angka potong contoh k k dst,2,Positive
646,2025-11-11T15:28:20Z,@zaidanhibar8535,"Jadi dengan redenominasi ini uang - uang dibawah 1000 rupiah udah ga laku ya? kayak 100 perak, 200 perak dan 500 perak.",Jadi dengan redenominasi ini uang  uang dibawah  rupiah udah ga laku ya kayak  perak  perak dan  perak,jadi dengan redenominasi ini uang  uang dibawah  rupiah udah ga laku ya kayak  perak  perak dan  perak,jadi dengan redenominasi ini uang uang dibawah rupiah udah tidak laku ya kayak perak perak dan perak,"['jadi', 'dengan', 'redenominasi', 'ini', 'uang', 'uang', 'dibawah', 'rupiah', 'udah', 'tidak', 'laku', 'ya', 'kayak', 'perak', 'perak', 'dan', 'perak']","['redenominasi', 'uang', 'uang', 'dibawah', 'rupiah', 'udah', 'laku', 'kayak', 'perak', 'perak', 'perak']",redenominasi uang uang dibawah rupiah udah laku kayak perak perak perak,1,Neutral
647,2025-11-11T15:27:37Z,@husnixs,sekarang bisa lebih mudah dan cepat prosesnya karena transaksi keuangan sudah serba digital.,sekarang bisa lebih mudah dan cepat prosesnya karena transaksi keuangan sudah serba digital,sekarang bisa lebih mudah dan cepat prosesnya karena transaksi keuangan sudah serba digital,sekarang bisa lebih mudah dan cepat prosesnya karena transaksi keuangan sudah serba digital,"['sekarang', 'bisa', 'lebih', 'mudah', 'dan', 'cepat', 'prosesnya', 'karena', 'transaksi', 'keuangan', 'sudah', 'serba', 'digital']","['mudah', 'cepat', 'prosesnya', 'transaksi', 'keuangan', 'serba', 'digital']",mudah cepat prosesnya transaksi keuangan serba digital,2,Positive
648,2025-11-11T15:26:37Z,@RzK.AutoLight,sangat setuju,sangat setuju,sangat setuju,sangat setuju,"['sangat', 'setuju']",['setuju'],setuju,2,Positive
649,2025-11-11T15:22:59Z,@kebunaneka77,Redenominasi supaya nanti bisa terbit uang nominal<br>200 = 200.000<br>500 = 500.000<br>1.000 = 1.000.000,Redenominasi supaya nanti bisa terbit uang nominalbr  br  br,redenominasi supaya nanti bisa terbit uang nominalbr  br  br,redenominasi supaya nanti bisa terbit uang nominalbr br br,"['redenominasi', 'supaya', 'nanti', 'bisa', 'terbit', 'uang', 'nominalbr', 'br', 'br']","['redenominasi', 'terbit', 'uang', 'nominalbr', 'br', 'br']",redenominasi terbit uang nominalbr br br,1,Neutral
650,2025-11-11T15:19:14Z,@Armedianty,"Yakin 2006 sampai 2027 bakalan banyak tanah yg laku.. emas di borong.. property laris manis... kebun,pertanian,peternakan dan perikanan skala mandiri banyak bermunculan... pabrik banyak berdiri...  dan banyak nasabah bank rekeningnya gendut dalam semalam😁<br>MANTAP PAK PURBAYA",Yakin  sampai  bakalan banyak tanah yg laku emas di borong property laris manis kebunpertanianpeternakan dan perikanan skala mandiri banyak bermunculan pabrik banyak berdiri  dan banyak nasabah bank rekeningnya gendut dalam semalambrMANTAP PAK PURBAYA,yakin  sampai  bakalan banyak tanah yg laku emas di borong property laris manis kebunpertanianpeternakan dan perikanan skala mandiri banyak bermunculan pabrik banyak berdiri  dan banyak nasabah bank rekeningnya gendut dalam semalambrmantap pak purbaya,yakin sampai bakalan banyak tanah yang laku emas di borong property laris manis kebunpertanianpeternakan dan perikanan skala mandiri banyak bermunculan pabrik banyak berdiri dan banyak nasabah bank rekeningnya gendut dalam semalambrmantap pak purbaya,"['yakin', 'sampai', 'bakalan', 'banyak', 'tanah', 'yang', 'laku', 'emas', 'di', 'borong', 'property', 'laris', 'manis', 'kebunpertanianpeternakan', 'dan', 'perikanan', 'skala', 'mandiri', 'banyak', 'bermunculan', 'pabrik', 'banyak', 'berdiri', 'dan', 'banyak', 'nasabah', 'bank', 'rekeningnya', 'gendut', 'dalam', 'semalambrmantap', 'pak', 'purbaya']","['tanah', 'laku', 'emas', 'borong', 'property', 'laris', 'manis', 'kebunpertanianpeternakan', 'perikanan', 'skala', 'mandiri', 'bermunculan', 'pabrik', 'berdiri', 'nasabah', 'bank', 'rekeningnya', 'gendut', 'semalambrmantap', 'purbaya']",tanah laku emas borong property laris manis kebunpertanianpeternakan perikanan skala mandiri bermunculan pabrik berdiri nasabah bank rekeningnya gendut semalambrmantap purbaya,2,Positive
651,2025-11-11T15:19:04Z,@budigohok6336,Nonton YT Bennix,Nonton YT Bennix,nonton yt bennix,nonton yt bennix,"['nonton', 'yt', 'bennix']","['nonton', 'yt', 'bennix']",nonton yt bennix,1,Neutral
652,2025-11-11T15:18:38Z,@HeriJaya,"karena ekonomi sedang tidak stabil lebih baik tahan dulu. masih ada resiko besar yang harus dimitigasi dan hindari,  kalau untuk 2027 saya belum yakin, sukur2 dolar bisa turun ke 5000 dulu baru kita redenom.",karena ekonomi sedang tidak stabil lebih baik tahan dulu masih ada resiko besar yang harus dimitigasi dan hindari  kalau untuk  saya belum yakin sukur dolar bisa turun ke  dulu baru kita redenom,karena ekonomi sedang tidak stabil lebih baik tahan dulu masih ada resiko besar yang harus dimitigasi dan hindari  kalau untuk  saya belum yakin sukur dolar bisa turun ke  dulu baru kita redenom,karena ekonomi sedang tidak stabil lebih baik tahan dulu masih ada resiko besar yang harus dimitigasi dan hindari kalau untuk saya belum yakin sukur dolar bisa turun ke dulu baru kita redenom,"['karena', 'ekonomi', 'sedang', 'tidak', 'stabil', 'lebih', 'baik', 'tahan', 'dulu', 'masih', 'ada', 'resiko', 'besar', 'yang', 'harus', 'dimitigasi', 'dan', 'hindari', 'kalau', 'untuk', 'saya', 'belum', 'yakin', 'sukur', 'dolar', 'bisa', 'turun', 'ke', 'dulu', 'baru', 'kita', 'redenom']","['ekonomi', 'stabil', 'tahan', 'resiko', 'dimitigasi', 'hindari', 'sukur', 'dolar', 'turun', 'redenom']",ekonomi stabil tahan resiko dimitigasi hindari sukur dolar turun redenom,0,Negative
653,2025-11-11T15:22:14Z,@Btngtimur,Mustahil dollar segitu 😂😂 brti anda sendiri yg pro dengan mata uag asing anda pasti investor eksport barang ya?,Mustahil dollar segitu  brti anda sendiri yg pro dengan mata uag asing anda pasti investor eksport barang ya,mustahil dollar segitu  brti anda sendiri yg pro dengan mata uag asing anda pasti investor eksport barang ya,mustahil dollar segitu brti anda sendiri yang pro dengan mata uag asing anda pasti investor eksport barang ya,"['mustahil', 'dollar', 'segitu', 'brti', 'anda', 'sendiri', 'yang', 'pro', 'dengan', 'mata', 'uag', 'asing', 'anda', 'pasti', 'investor', 'eksport', 'barang', 'ya']","['mustahil', 'dollar', 'segitu', 'brti', 'pro', 'mata', 'uag', 'asing', 'investor', 'eksport', 'barang']",mustahil dollar segitu brti pro mata uag asing investor eksport barang,2,Positive
654,2025-11-12T00:44:38Z,@HeriJaya,"@Btngtimur kamu apa ga sadar kalau harga2 kebutuhan pokok kita trends nya naik? kalau kamu anak buah menteri ya wajar ga sadar. <br>kalau redenom di paksain dikala seprti ini saya yakin boom... inflasi besar bakal terjadi.  alesannya apa? terlalu panjang untuk dijelaskan, dan saya yakin prabowo pun tidak akan berani, kecuali sudah ada kontrak dengan penyedia pembayaran digital 😀",kamu apa ga sadar kalau harga kebutuhan pokok kita trends nya naik kalau kamu anak buah menteri ya wajar ga sadar brkalau redenom di paksain dikala seprti ini saya yakin boom inflasi besar bakal terjadi  alesannya apa terlalu panjang untuk dijelaskan dan saya yakin prabowo pun tidak akan berani kecuali sudah ada kontrak dengan penyedia pembayaran digital,kamu apa ga sadar kalau harga kebutuhan pokok kita trends nya naik kalau kamu anak buah menteri ya wajar ga sadar brkalau redenom di paksain dikala seprti ini saya yakin boom inflasi besar bakal terjadi  alesannya apa terlalu panjang untuk dijelaskan dan saya yakin prabowo pun tidak akan berani kecuali sudah ada kontrak dengan penyedia pembayaran digital,kamu apa tidak sadar kalau harga kebutuhan pokok kita trends nya naik kalau kamu anak buah menteri ya wajar tidak sadar brkalau redenom di paksain dikala seprti ini saya yakin boom inflasi besar bakal terjadi alesannya apa terlalu panjang untuk dijelaskan dan saya yakin prabowo pun tidak akan berani kecuali sudah ada kontrak dengan penyedia pembayaran digital,"['kamu', 'apa', 'tidak', 'sadar', 'kalau', 'harga', 'kebutuhan', 'pokok', 'kita', 'trends', 'nya', 'naik', 'kalau', 'kamu', 'anak', 'buah', 'menteri', 'ya', 'wajar', 'tidak', 'sadar', 'brkalau', 'redenom', 'di', 'paksain', 'dikala', 'seprti', 'ini', 'saya', 'yakin', 'boom', 'inflasi', 'besar', 'bakal', 'terjadi', 'alesannya', 'apa', 'terlalu', 'panjang', 'untuk', 'dijelaskan', 'dan', 'saya', 'yakin', 'prabowo', 'pun', 'tidak', 'akan', 'berani', 'kecuali', 'sudah', 'ada', 'kontrak', 'dengan', 'penyedia', 'pembayaran', 'digital']","['sadar', 'harga', 'kebutuhan', 'pokok', 'trends', 'anak', 'buah', 'menteri', 'wajar', 'sadar', 'brkalau', 'redenom', 'paksain', 'dikala', 'seprti', 'boom', 'inflasi', 'alesannya', 'prabowo', 'berani', 'kecuali', 'kontrak', 'penyedia', 'pembayaran', 'digital']",sadar harga kebutuhan pokok trends anak buah menteri wajar sadar brkalau redenom paksain dikala seprti boom inflasi alesannya prabowo berani kecuali kontrak penyedia pembayaran digital,0,Negative
655,2025-11-12T01:40:13Z,@Samlekomsala7015,"Anjay... any... jejak digital terurai dengan ke bawa uang dolar. Di jejak digital terhadap dollar masih bahas.Mendingan selera lihat-lihat aja... njay,,,",Anjay any jejak digital terurai dengan ke bawa uang dolar Di jejak digital terhadap dollar masih bahasMendingan selera lihatlihat aja njay,anjay any jejak digital terurai dengan ke bawa uang dolar di jejak digital terhadap dollar masih bahasmendingan selera lihatlihat aja njay,takjub any jejak digital terurai dengan ke bawa uang dolar di jejak digital terhadap dollar masih bahasmendingan selera lihatlihat aja njay,"['takjub', 'any', 'jejak', 'digital', 'terurai', 'dengan', 'ke', 'bawa', 'uang', 'dolar', 'di', 'jejak', 'digital', 'terhadap', 'dollar', 'masih', 'bahasmendingan', 'selera', 'lihatlihat', 'aja', 'njay']","['takjub', 'jejak', 'digital', 'terurai', 'bawa', 'uang', 'dolar', 'jejak', 'digital', 'dollar', 'bahasmendingan', 'selera', 'lihatlihat', 'aja', 'njay']",takjub jejak digital terurai bawa uang dolar jejak digital dollar bahasmendingan selera lihatlihat aja njay,1,Neutral
656,2025-11-11T15:13:27Z,@dayaktomun5695,1965 bukannya Tahun Pembantaian 80.000 an masyarakat di bali?,bukannya Tahun Pembantaian  an masyarakat di bali,bukannya tahun pembantaian  an masyarakat di bali,bukannya tahun pembantaian an masyarakat di bali,"['bukannya', 'tahun', 'pembantaian', 'an', 'masyarakat', 'di', 'bali']","['pembantaian', 'masyarakat', 'bali']",pembantaian masyarakat bali,1,Neutral
